P1,P2,P3,P4,ABBA,BABA,BAAA,ABAA,ABBA_HOM,BABA_HOM,BAAA_HOM,ABAA_HOM,N_SEG,D,D_SE,D_Z,D_BLOCKS,Danc,Danc_SE,Danc_Z,Danc_BLOCKS,D+,D+_SE,D+_Z,D+_BLOCKS,fhom,fhom_SE,fhom_Z,fhom_BLOCKS,fanc,fanc_SE,fanc_Z,fanc_BLOCKS,f+,f+_SE,f+_Z,f+_BLOCKS
AFR,KK1_2X,Altai,EPO,2908.5886130136983,2785.2435787671234,10388.937071917808,10144.001284246575,12810.645119863015,94.30008561643834,17683.38570205479,252.9499143835616,242032,0.021662920523830377,0.003751904806783182,5.773845990086244,37,0.01192892042154787,0.002317297549613279,5.147772422897794,37,0.014042171957258442,0.0025673833075105595,5.469448958470603,37,0.009699723773961192,0.01132918029455335,0.8561717195571916,36,0.014052189552511309,0.0023968918803959193,5.862671431883763,37,0.012216256989205766,0.008294293253222342,1.4728508645941276,37
AFR,KK1_2X,Altai,Chimp,2947.993578767124,2760.986729452055,10157.663099315067,9950.20933219178,12465.340753424658,98.58390410958904,17535.6198630137,244.91609589041096,238551,0.03275661137696278,0.005641128947396181,5.806747493705581,37,0.010317042135110678,0.002015156645710549,5.119722160096822,37,0.01527919070597532,0.0027752342665373648,5.505549888240257,37,0.01512173737979058,0.01540693043984586,0.981489300469761,37,0.011997994408865018,0.0020479177741095653,5.85863092773915,37,0.013300552651487501,0.008305979508484386,1.6013225939097564,37
AFR,KK1_2X,Vindija,EPO,2887.8013698630143,2813.330479452055,10354.396404109586,10159.982020547945,13034.816780821919,153.84589041095893,17653.818493150688,461.9041095890411,242592,0.013062474676832149,0.0023156810913343715,5.640878066377059,37,0.009476981438928828,0.001903836678343993,4.977833207401043,37,0.010256724784775854,0.0019290711318093227,5.316924096601778,37,0.005781465624334113,0.011988972735999325,0.48223194360715227,36,0.011308477882343005,0.001929189958895816,5.861775213061695,37,0.008941119933221532,0.008939862048284019,1.0001407051843438,37
AFR,KK1_2X,Vindija,Chimp,2924.6793664383576,2791.558647260275,10119.967893835617,9967.917380136987,12701.076626712325,155.70590753424656,17504.594606164377,450.79409246575335,239107,0.02328816939726209,0.004030502369752991,5.7779818148796425,37,0.007569264341410717,0.0015620959069061128,4.845582340973163,37,0.011051382358452879,0.002054829266333805,5.378248470331838,37,0.01061114272012555,0.012268493581391152,0.8649099948359209,37,0.008915931294991655,0.0015231153255637476,5.853746689661611,37,0.009634433026285704,0.008959616792060797,1.0753175330916906,37
AFR,KK1_2X,Chagyrskaya,EPO,2868.418664383561,2830.618150684931,10335.372431506848,10179.789383561645,12958.26412671233,125.9636130136986,17650.6194349315,329.03638698630135,242241,0.006632789877525219,0.001292466895493535,5.131883764800378,37,0.007583807982978072,0.0015877567410636304,4.776429403094656,37,0.007377054106148073,0.0014537331874747384,5.074558502005901,37,0.002945731644787882,0.011667480192431577,0.2524736786524574,36,0.008982034004314614,0.0015350280088532273,5.851381181653369,37,0.006413222404619877,0.008655844037681002,0.7409124259519412,37
AFR,KK1_2X,Chagyrskaya,Chimp,2904.4447773972597,2804.322345890411,10106.758133561643,9989.767551369863,12612.590325342466,129.71789383561642,17503.272688356166,320.5321061643835,238769,0.01753836324806827,0.003062059397928568,5.72763652459932,37,0.005821433218155728,0.0012872916796952422,4.522233235853675,37,0.00841350707826407,0.0016177623394666393,5.200706477712865,37,0.0080207846436161,0.012056559631162833,0.6652631338449664,37,0.006808610165076301,0.0011674122674578762,5.832224274893511,37,0.007318676125060119,0.0087367576383418,0.837687896129985,37
AFR,KK1_2X,Denisova,EPO,2616.682791095891,2810.2855308219173,10356.497859589039,10428.261558219177,10846.90667808219,95.75941780821917,17856.47688356164,238.49058219178085,240474,-0.03567419749699407,0.0061869793894963766,-5.766012015097075,37,-0.003452707687761449,0.001133933839513138,-3.04489342098115,37,-0.010123958290394582,0.0019725481877451907,-5.132426347448184,37,-0.018007635375007672,0.012198873735607251,-1.4761719618791729,36,-0.004073320151495335,0.0007206419012592858,-5.652349862500932,37,-0.0093540550958155,0.009174304515729603,-1.0195928290561656,37
AFR,KK1_2X,Denisova,Chimp,2661.30051369863,2786.802226027397,10124.567636986301,10228.358732876713,10594.300513698628,99.30222602739727,17660.156678082192,228.44777397260276,237019,-0.023035856393390685,0.004027789472384739,-5.719230498845266,37,-0.0050995662247418985,0.0013109614707267439,-3.8899436319168905,37,-0.00888696366510287,0.0017598256287123613,-5.049911491290947,37,-0.011958240381629931,0.012289168550977352,-0.9730715574471389,37,-0.005954154951838545,0.0010355913201997228,-5.749521877694218,37,-0.008210520726434337,0.009213082989907796,-0.8911805891066339,37
AFR,Kolyma1_2X,Altai,EPO,2774.100171232877,2758.0051369863017,10308.738869863013,10049.053082191778,12810.645119863015,94.30008561643834,17683.38570205479,252.94991438356166,241896,0.0029093868156599536,0.0007732589060533653,3.762500234894374,37,0.012756088100459423,0.002542764858183503,5.016621202470173,37,0.010652063202312287,0.002010400479653933,5.298478243571606,37,0.001265696566366322,0.008881339465877918,0.14251190051107998,36,0.01489841050646099,0.0025463867938622054,5.850804183548243,37,0.009147936011705347,0.007241104767142537,1.2633342985472753,37
AFR,Kolyma1_2X,Altai,Chimp,2819.895547945206,2694.138698630137,10084.327054794516,9912.623287671237,12465.34075342466,98.58390410958904,17535.6198630137,244.91609589041096,238426,0.02280668630108244,0.003949861460395179,5.774047148175333,37,0.008586497650026522,0.0017947722565196495,4.784171149757527,37,0.011660099413259436,0.0021692392673636255,5.375202075993434,37,0.010168943308854197,0.023969345089817382,0.4242478578680129,37,0.009930409394310395,0.0017021841611744024,5.833921863929825,37,0.010029874785485641,0.007101085797850449,1.4124424166965788,37
